text,label
"And have you otherwise been well? Or if you had any infectious symptoms, like a runny or red eyes, runny nose or sore throat?",doctor
No. None of those.,patient
"Alright, have you had any headaches?",doctor
No.,patient
How about any fevers or chills?,doctor
No.,patient
Have you had any night sweats?,doctor
"No, but I get really sweaty when these episodes happen. Just like yeah, my face is like sweating, and my neck.",patient
"OK. Yeah, Um, OK, and How is your weight been recently? Any weight gain or loss?",doctor
"Yeah, I've gained quite a bit of weight since the pandemic started. Yeah, gained about 10 pounds.",patient
"OK, any changes to your diet or appetite?",doctor
"Oh yeah, I've been eating quite a bit, been baking a lot at home.",patient
"OK. And, and have you had any abdominal pains?",doctor
No.,patient
Any diarrhea?,doctor
Uhm? No.,patient
OK. Any nausea or vomiting?,doctor
No.,patient
"Alright, and any urinary problems like pain or frequency?",doctor
No.,patient
Any rashes or skin changes?,doctor
No.,patient
"And, any muscle aches, body pains or joint pains or swelling?",doctor
"Nothing like that, no.",patient
OK and how's your energy been?,doctor
"Um. Well, I've been feeling a little low. Since I've been laid off just like worried about my finances and I kind of sleep all day. I'm not feeling very energetic.",patient
OK. How is your interest in activities been?,doctor
"I don't know, I just feel like staying at home and just being in bed all the time.",patient
"OK, so you're um, have you had a low mood?",doctor
Yeah.,patient
Alright and are you sleeping more than usual?,doctor
Yeah.,patient
"OK, is there anything that you're feeling particularly guilty about right now?",doctor
No.,patient
OK. How is your concentration been?,doctor
"Uhm, not great.",patient
OK. You haven't been able to focus and have you felt like things are moving in slow motion?,doctor
No.,patient
"Alright, so have you had any thoughts of hurting or harming yourself?",doctor
No.,patient
OK. And have you had depression or anxiety in the past?,doctor
Um I've been diagnosed with depression.,patient
OK. And have you had panic attacks before?,doctor
"No, but do you think that's what's going on?",patient
"Potentially, it certainly can't rule out. Inorganic cause meaning something going on, otherwise just yet we might need to do some physical exam and some investigations first, but it certainly could be related to that. With all of the stressors that are going on. And so you had a low mood. Have you had any periods in your life where you felt really energetic, like you didn't need any sleep, you're really talkative, you had all the energy in the world.",doctor
"I wish, no, I've never really felt that way,",patient
OK. And have you had any concerns with eating disorders in the past?,doctor
No.,patient
"Alright. And then you mentioned, even diagnosed with depression, if you had, are you have you been diagnosed with any other medical conditions?",doctor
No.,patient
"OK, are you on any medications right now?",doctor
"No, I was doing pretty well. I used to have these episodes of depression when I was younger as a teenager and they kind of went away. I was on meds at that time, but I think I think it's coming back now.",patient
"OK, so you haven't been on medication now for for quite awhile for years.",doctor
For like 12 years 13 years.,patient
"OK, what did you use that, if you can remember?",doctor
Prozac?,patient
"OK, and did you find it helped?",doctor
"Yeah, yeah it was very helpful, was very good.",patient
OK. That's good. Any allergies to medications?,doctor
No.,patient
Alright and any hospitalizations or surgeries?,doctor
No.,patient
"OK, and can you tell me a little bit about where you're living and who you're living with?",doctor
"I I live, I live with my girlfriend.",patient
OK. And. Has there been anybody around that that has been sick that they have been around?,doctor
No.,patient
"OK, have you traveled anywhere?",doctor
No no.,patient
And do you smoke cigarettes?,doctor
"Oh no, I don't.",patient
"OK, do you drink alcohol?",doctor
I don't.,patient
OK. And. Are you currently sexually active?,doctor
Yeah.,patient
"OK, and any chance that you could be pregnant currently?",doctor
No.,patient
And have you been pregnant in the past?,doctor
No.,patient
OK. And do you smoke cigarettes?,doctor
I don't.,patient
Do you drink alcohol?,doctor
No.,patient
And do you use any recreational drugs?,doctor
No.,patient
"OK, and any family history of heart or lung problems?",doctor
My grandfather had lung cancer. But that's about it.,patient
Did he smoke for a long time?,doctor
"Oh yeah, he was a big smoker.",patient
"OK, and anybody in the family have problems with mental illness?",doctor
My mom has uh depression too.,patient
"OK. Anybody in in the family have problems with substance, substance use?",doctor
no.,patient
"OK. Um, and  I think that's everything that I I wanted to ask on history today. So you been having these episodes where you get really short of breath and you get chest pain, you'll get sweaty and have what sounds like what sounds like an impending sense of doom where you kind of feel like it's coming on and it lasts for 15 minutes and not related to exercise. Were there any other symptoms or things that you've been experiencing recently?",doctor
"Yeah, it's also,  I also feel like my heart's like breathing really fast.",patient
"Oh, OK. And I does that, how long does it last for?",doctor
Same time. Like everything is just sort of comes on at the same time. Just kind of goes away together.,patient
"OK, would you say that it comes on like kind of like at the snap of your fingers sort of thing like really quickly and then?",doctor
I can kind of tell it's gonna come on like I have a sense of it and then it just like starts. It suddenly just happens.,patient
